Q1A,Q1I,Q1E,Q2A,Q2I,Q2E,Q3A,Q3I,Q3E,Q4A,Q4I,Q4E,Q5A,Q5I,Q5E,Q6A,Q6I,Q6E,Q7A,Q7I,Q7E,Q8A,Q8I,Q8E,Q9A,Q9I,Q9E,Q10A,Q10I,Q10E,Q11A,Q11I,Q11E,Q12A,Q12I,Q12E,Q13A,Q13I,Q13E,Q14A,Q14I,Q14E,Q15A,Q15I,Q15E,Q16A,Q16I,Q16E,Q17A,Q17I,Q17E,Q18A,Q18I,Q18E,Q19A,Q19I,Q19E,Q20A,Q20I,Q20E,Q21A,Q21I,Q21E,Q22A,Q22I,Q22E,Q23A,Q23I,Q23E,Q24A,Q24I,Q24E,Q25A,Q25I,Q25E,Q26A,Q26I,Q26E,Q27A,Q27I,Q27E,Q28A,Q28I,Q28E,Q29A,Q29I,Q29E,Q30A,Q30I,Q30E,Q31A,Q31I,Q31E,Q32A,Q32I,Q32E,Q33A,Q33I,Q33E,Q34A,Q34I,Q34E,Q35A,Q35I,Q35E,Q36A,Q36I,Q36E,Q37A,Q37I,Q37E,Q38A,Q38I,Q38E,Q39A,Q39I,Q39E,Q40A,Q40I,Q40E,Q41A,Q41I,Q41E,Q42A,Q42I,Q42E,country,source,introelapse,testelapse,surveyelapse,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,screensize,uniquenetworklocation,hand,religion,orientation,race,voted,married,familysize,major,variance,depression_score,anxiety_score,stress_score,depression_outcome,anxiety_outcome,stress_outcome,depression_target,anxiety_target,stress_target
1,37,3718,0,19,2798,2,1,25401,0,33,5272,1,28,3347,3,10,2730,1,29,2999,1,26,4737,2,27,19952,0,9,8054,3,2,7745,1,3,10475,3,14,12011,3,13,4649,0,16,2804,1,40,4220,3,18,2319,3,12,2697,0,24,5618,3,7,5530,1,5,4033,1,35,3048,0,21,3218,0,20,6333,0,22,22002,3,11,4367,3,39,3178,1,30,5100,3,42,3587,2,6,7119,0,25,3146,2,8,5368,2,31,4320,3,38,5387,1,32,16561,3,15,2229,1,34,7102,1,23,3268,1,17,3090,3,41,5491,0,4,2482,1,36,11316,MY,0,8,270,243,7,7,7,7,6,7,6,7,6,7,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,3,2,2,2,20,1,1,1,10,0,70,2,1,0,Physical Therapy,1.3780487804878048,20,15,28,2,3,3,0,1,1
3,5,3488,2,33,3513,3,40,3063,2,38,3469,3,21,1514,2,2,8447,1,10,2203,3,36,2523,3,37,4610,3,16,2438,3,26,1584,1,7,3739,3,9,1634,2,32,3929,3,19,2313,3,12,2184,3,18,2336,3,35,3175,1,6,5246,1,8,2704,3,24,1889,3,28,2664,1,27,2829,3,34,2356,2,42,6141,3,1,7993,3,13,1939,2,23,1850,3,20,2741,3,39,4596,2,25,8808,3,41,4291,1,4,3175,3,14,1661,3,15,4642,2,31,1863,3,29,3719,2,3,3130,3,30,1529,2,22,3193,1,17,2371,2,11,4747,MY,1,5,144,246,2,6,2,7,2,6,6,6,2,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,2,2,1,20,1,1,1,4,1,10,2,1,2,Aquatic science and management,0.5882694541231124,39,26,36,4,4,4,1,1,1
3,33,22276,3,40,15709,1,36,4540,2,2,13236,1,18,11728,3,32,3290,1,42,45609,1,3,5462,2,12,26095,1,15,3483,3,38,3055,1,24,5627,1,29,13135,1,19,7425,1,14,16725,1,31,6198,1,25,28970,3,30,13483,1,6,9078,3,23,3812,1,34,3780,3,17,12336,0,7,8616,1,10,8834,1,37,60473,1,1,4306,3,35,11827,1,11,6181,3,22,3620,2,5,35397,2,41,7209,1,13,4678,1,16,3221,1,9,10058,1,28,33289,1,21,9122,1,39,5232,1,4,5360,0,20,9967,1,27,4156,2,8,15239,3,26,17280,MY,0,4,733,544,3,5,2,6,4,2,7,2,3,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,1,2,2,19,1,1,1,10,2,10,2,1,4,computer,0.8391405342624854,17,21,27,2,4,3,0,1,1
3,14,2979,3,19,3593,2,12,4766,2,30,4149,2,36,2716,1,18,4686,1,8,2882,2,17,3241,2,25,6222,1,38,3214,3,13,3530,1,1,14826,3,42,1732,3,28,4023,2,26,2148,3,2,11446,3,10,5243,3,15,2484,1,34,6135,1,37,4117,3,6,3382,2,29,5330,2,5,3061,3,3,4885,1,9,5578,3,33,2170,2,4,3749,2,40,2980,3,41,4146,3,23,3547,2,16,2800,1,7,5178,2,11,2945,1,27,5798,2,24,4832,2,35,2415,2,22,3014,2,20,3323,1,39,2322,3,21,2752,1,31,3509,2,32,4194,MY,1,6,177,211,4,5,6,6,4,7,7,3,3,4,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,3,3,2,2,20,1,1,1,10,1,10,2,1,6,Biotechnology ,0.6045296167247385,32,26,29,4,4,3,1,1,1
0,33,4195,0,28,3626,0,22,3835,1,9,7168,0,25,3783,1,40,6687,1,35,6164,1,21,3956,2,4,14628,0,31,3790,1,36,5711,0,23,4253,1,6,3651,3,13,5990,1,17,4393,0,14,3870,1,11,8413,1,12,4813,0,42,9980,1,16,4189,1,3,5581,1,27,4461,1,20,4624,0,30,8549,2,8,13956,1,19,3342,1,37,4667,2,10,5366,1,24,8463,1,41,7370,0,26,6106,2,38,6894,0,29,4095,1,15,3550,2,39,8737,1,32,4445,2,1,18336,0,34,3227,2,5,3525,2,7,6545,1,2,9581,2,18,9120,MY,0,5,265,149,6,7,6,3,6,2,3,4,4,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,20,1,2,1,10,1,10,2,1,4,Law,0.6091753774680603,9,16,16,0,3,1,0,1,0
0,8,10335,1,32,4702,0,21,4220,0,16,8613,1,5,3678,1,22,2761,0,26,3381,3,10,11557,3,14,5929,2,27,4119,2,4,4820,0,6,4965,2,42,2925,0,31,6580,1,9,1925,0,18,2828,2,30,3090,2,13,2593,0,23,17625,0,37,3470,1,28,7230,1,34,3166,0,11,2512,1,38,6704,0,24,12149,0,20,1426,0,12,2089,0,19,2057,1,1,11041,1,2,20220,1,17,5000,1,39,9313,2,3,6782,2,35,6706,1,29,8143,0,7,2462,1,15,6227,1,25,3642,0,41,2418,2,33,4125,0,40,4431,1,36,5210,MY,0,3,244,157,0,0,6,4,7,4,5,6,5,2,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,1,2,19,1,1,1,10,0,10,2,1,3,accountancy,0.7903600464576076,15,8,14,2,1,0,0,0,0
2,25,4620,0,34,3597,1,35,4912,3,12,1804,3,8,3033,3,32,2346,0,13,4496,3,29,3066,3,18,5526,3,11,1940,2,40,5607,1,16,5475,3,2,10166,3,23,5682,0,37,3931,3,42,4263,3,36,3879,2,28,3890,3,4,7005,3,31,2263,3,27,5527,3,10,2659,0,30,2774,0,38,4597,0,24,5089,3,17,2711,3,6,4205,3,7,2142,1,41,4411,3,1,16086,0,33,2806,1,14,9350,1,22,3118,3,15,2283,3,9,9669,3,26,3734,3,19,2493,3,3,9671,2,21,4203,3,20,6549,3,5,2795,1,39,4567,MA,1,2,200,238,1,5,6,7,1,2,1,7,1,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3,3,2,2,18,1,1,1,10,2,20,2,1,1,law,1.4245063879210227,32,27,30,4,4,3,1,1,1
3,14,2087,2,10,2914,2,22,5380,1,15,2996,2,27,2466,0,21,2112,3,35,4304,2,13,3373,2,18,7960,3,25,1934,3,40,1580,2,23,2530,3,8,1833,3,26,3550,0,32,2034,3,6,2111,3,24,2360,3,41,1496,2,20,6949,2,16,2097,3,29,7948,1,1,8369,0,28,2114,3,36,3884,3,4,5720,2,42,1938,1,39,1910,1,37,1964,3,34,3109,2,12,4192,3,17,2095,1,19,3517,2,38,1602,3,5,2552,1,2,10221,3,11,1473,0,3,3440,3,33,1698,2,31,1978,2,7,5527,3,9,4676,2,30,2582,MY,0,7,145,133,4,4,3,6,5,7,5,4,2,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,1,2,18,1,1,1,10,1,10,2,1,2,International Business,0.9663182346109173,35,26,27,4,4,3,1,1,1
1,35,3365,3,18,6620,2,22,5316,2,42,39968,1,38,46519,2,3,11127,1,13,5451,0,19,4065,1,17,11895,0,32,2865,3,26,2096,3,25,2818,2,39,2932,2,4,5752,0,15,3499,0,14,7248,3,2,7473,3,24,2900,0,6,4362,3,28,2567,2,1,3717,3,29,1615,0,12,3496,0,30,4753,2,8,10882,2,7,3103,3,9,25608,1,16,4852,2,40,13068,3,23,6281,0,11,22103,1,36,3716,1,34,3034,0,33,1718,1,21,7481,1,37,3047,0,41,3351,0,31,2463,1,20,27687,3,5,4297,1,10,18441,2,27,3367,MY,1,83,411,354,5,1,5,6,7,7,7,5,5,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,22,1,2,1,10,1,10,2,1,4,Finance,1.2781649245063893,14,21,26,2,4,3,0,1,1
1,29,4842,1,5,5919,0,15,4516,0,36,4478,1,30,6395,1,7,4209,0,20,5129,0,10,4058,0,18,3493,0,19,3497,0,42,4440,0,14,1605,0,4,3422,1,33,10452,0,17,2889,0,1,11115,0,34,3558,0,6,3320,0,26,5467,0,37,6613,0,39,2809,1,28,4372,1,24,6408,0,40,3406,0,38,5628,0,25,3782,0,35,2701,1,31,3431,0,2,12292,1,32,7639,1,21,4752,0,9,7928,0,12,3356,0,13,3523,1,27,5999,0,41,3465,0,8,5174,0,16,3020,0,11,3991,2,23,4897,0,3,5455,0,22,4966,US,0,11,209,172,5,4,6,6,4,3,6,4,4,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2,1,2,2,18,1,1,1,10,2,10,2,1,3,Engineering,0.26771196283391413,2,6,5,0,0,0,0,0,0
1,38,3476,0,4,6855,1,10,6849,0,7,5000,0,40,5247,1,34,3548,0,12,6404,2,11,3382,2,26,7693,0,33,2426,2,14,3113,0,29,3139,2,19,2168,0,8,4820,0,24,3348,0,23,3942,2,20,3470,2,6,3386,0,15,5972,1,18,6891,1,21,5484,1,22,4006,0,25,1986,2,28,4394,0,5,7581,2,3,10920,0,37,1959,0,17,3859,0,42,2308,1,27,5643,1,1,29319,0,32,3436,0,31,2234,0,36,2813,0,16,6528,1,2,33435,0,35,4909,1,9,3838,0,30,2163,1,39,6828,0,41,2614,1,13,6287,MY,2,4,245,218,4,4,6,5,6,7,5,4,5,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,2,2,1,19,1,2,1,12,3,10,2,1,2,Building surveying,0.6178861788617882,13,6,9,1,0,0,0,0,0
0,19,4241,0,30,1813,0,28,4989,0,7,2684,0,34,2975,1,2,12327,0,32,2904,0,29,1952,0,8,6587,0,27,3445,0,38,2955,0,23,4994,0,41,2144,0,31,4374,0,13,2064,1,1,14191,0,15,2728,0,11,4174,1,37,3595,0,36,1803,0,42,2609,0,39,3027,0,25,1791,0,10,3562,0,21,3898,1,5,2831,0,35,4330,0,24,1783,0,12,3677,0,14,8036,0,18,4019,0,20,12821,1,9,6217,0,26,2294,0,33,9659,0,4,4174,0,6,3900,0,17,2332,0,40,3000,0,3,5382,0,16,2688,0,22,6896,MY,2,3,186,141,6,4,7,1,7,4,6,1,7,5,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,3,2,1,26,1,2,1,12,5,10,2,2,4,Veterinary medicine,0.10743321718931478,2,1,2,0,0,0,0,0,0
1,16,5842,2,24,11538,1,4,5298,0,31,6721,2,20,4815,1,10,7968,0,22,3894,1,14,3286,1,17,14196,1,29,7837,3,32,3116,3,6,7793,1,3,10175,3,23,8110,0,11,3356,3,1,17648,2,13,3674,3,35,3226,0,8,9589,3,37,2772,1,40,4404,1,30,4972,0,27,2839,3,25,6538,1,15,14209,3,38,2042,2,33,5350,3,42,4323,2,9,13231,3,39,7485,2,34,5565,1,28,19846,1,41,5635,2,12,9653,2,5,14714,1,7,3947,1,26,12710,2,18,6620,1,36,4955,2,19,5649,1,2,14398,3,21,6186,MY,0,6,318,498,2,2,5,6,5,7,6,5,2,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,2,2,2,22,1,2,2,10,4,10,2,1,4,Science,1.0156794425087106,27,17,25,3,3,2,1,1,0
2,24,3391,1,33,3302,2,13,4075,1,19,5133,1,39,3956,1,30,3127,1,1,10361,2,41,2174,2,22,5387,3,10,3455,3,11,2986,1,28,2352,3,40,1898,0,29,4542,1,15,5230,1,16,3881,1,31,3180,3,2,8200,1,35,3574,2,6,4890,1,14,3882,1,25,12739,0,38,5005,1,32,4439,2,5,8084,1,3,8149,1,34,2917,1,27,3015,2,18,2097,1,4,7734,1,20,3161,2,42,2875,1,9,2547,1,8,2113,1,7,9044,3,26,2789,1,37,4753,2,17,5892,2,23,2238,1,36,8147,1,12,3193,1,21,3965,MY,0,27,195,154,5,6,7,6,6,4,4,1,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,1,2,2,23,1,1,1,10,1,10,2,1,1,Economic,0.5923344947735194,20,18,22,2,3,2,0,1,0
1,25,1460,0,12,5234,1,11,4342,0,16,2754,1,1,17905,1,38,1825,1,14,4826,2,10,2787,2,23,2300,1,24,1982,1,33,2056,1,35,1899,1,21,1501,1,2,12619,1,20,1957,2,42,1274,1,19,4944,2,40,1626,1,30,2369,1,29,1939,1,39,1807,1,3,6199,0,36,1971,1,7,14034,0,28,2767,0,18,2196,2,6,2945,0,15,2716,1,9,5814,1,22,2963,2,41,2136,1,32,2461,0,31,1996,3,8,5249,2,13,3921,1,37,2691,2,5,8115,1,17,2446,1,4,3211,1,26,2129,0,34,2443,2,27,2441,MY,0,10,163,137,4,5,5,5,5,7,5,5,4,7,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,4,3,2,2,23,1,2,1,10,5,10,2,1,2,International business,0.5069686411149824,19,9,17,2,1,1,0,0,0
3,18,4027,2,25,4780,3,30,5321,2,2,18873,3,27,7422,2,12,7942,2,3,9844,3,29,2390,3,21,6002,2,37,11098,3,16,3450,3,41,6534,3,17,1782,3,13,5405,3,35,3660,3,36,3265,3,6,2733,2,15,15927,3,11,5136,3,32,2683,3,23,5460,3,14,2435,3,9,5234,3,5,3122,2,39,8054,3,28,2397,3,10,4992,3,20,3502,3,4,11661,3,22,6259,3,31,3708,3,24,5473,3,33,5104,3,19,1835,2,42,7462,3,8,2189,3,40,2650,3,7,1531,2,38,8681,3,34,7875,3,1,12984,2,26,9902,MY,1,14,1051,228,3,6,1,7,1,6,4,4,1,5,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,3,1,2,2,23,1,1,1,10,4,10,2,1,6,BUSINESS,0.18583042973286895,40,38,38,4,4,4,1,1,1
2,21,2501,0,12,6503,3,15,3760,0,26,2306,1,19,2764,3,29,4240,1,23,3474,1,16,2546,2,13,5044,1,17,2508,3,30,2729,1,37,5040,2,22,3929,3,18,3286,1,38,2066,2,5,8345,1,39,4136,2,2,6582,1,32,3196,1,25,3442,1,40,2495,1,33,2488,0,24,2782,2,8,5127,1,9,6245,1,34,1922,2,7,2347,1,35,1794,2,36,2905,2,4,5500,1,28,3064,1,27,5464,1,14,2330,2,6,3636,1,31,4644,2,11,2516,1,3,4666,1,20,3423,1,1,1742,2,10,7200,0,41,2014,1,42,2883,MY,0,4,213,172,5,4,5,7,6,3,6,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,2,2,22,1,1,1,10,1,10,2,1,4,Civil engineering ,0.6318234610917538,20,14,24,2,2,2,0,0,0
1,36,2758,2,37,2124,0,23,2349,0,16,5138,1,32,2026,1,13,2871,0,28,2952,2,30,2939,2,34,7125,1,5,18093,1,11,1863,2,27,3228,1,24,3498,2,15,1254,0,38,1930,0,33,3722,0,21,2460,1,20,2371,3,42,7681,1,22,2773,0,40,1586,1,10,2223,0,35,1875,2,2,16134,0,31,3754,2,26,5714,1,39,1890,1,3,14600,1,8,8654,2,6,7039,2,12,5751,1,29,4859,1,17,2597,0,9,3085,1,19,10899,1,41,2319,0,7,5308,0,14,2352,1,4,2938,1,25,11461,0,18,3528,3,1,17383,MY,1,8,236,171,6,5,5,4,7,1,6,5,5,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,2,2,20,1,1,1,10,1,10,2,1,5,Health science,0.7317073170731707,12,13,17,1,2,1,0,0,0
1,21,1799,1,11,2335,0,5,2282,0,15,2386,1,35,3187,1,9,2048,0,34,3099,1,12,2932,2,29,5087,1,6,3724,1,10,2017,1,14,3383,1,30,2563,3,40,3999,0,28,2230,0,20,3264,0,41,7000,1,2,7812,0,23,2516,1,7,2193,0,39,2167,0,24,2518,0,16,2365,1,19,9036,1,13,5966,1,42,2283,1,32,3316,0,27,2052,1,36,3529,1,8,3119,0,22,3017,0,38,4518,0,18,2484,1,25,3215,1,1,10909,0,33,2018,1,26,2883,0,3,3287,0,37,3286,1,17,3850,0,4,5546,1,31,6800,MY,2,20,157,245,5,1,6,5,6,3,2,2,6,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,4,3,2,1,23,1,1,2,10,1,10,0,1,8,administration ,0.43031358885017396,8,7,12,0,0,0,0,0,0
1,10,35306,2,6,17410,1,1,18941,0,19,5409,1,26,12405,1,12,6045,0,33,7304,1,31,6013,1,7,10144,1,38,15024,1,4,12902,1,36,9446,1,14,4722,0,40,20252,0,18,20622,1,23,4412,1,24,6918,1,34,4990,0,11,39987,1,39,2257,0,16,3976,1,8,71556,0,42,4298,1,29,8677,0,27,40241,1,37,5098,2,17,4414,0,21,3549,1,41,5730,1,28,10327,1,13,6630,0,20,16139,1,22,4896,1,2,14491,1,35,16285,1,3,2166,2,9,5400,1,25,9694,1,30,13015,1,15,21021,0,32,3237,2,5,10541,MY,1,4,563,375,6,3,3,4,5,4,4,4,4,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,2,2,20,1,2,1,10,1,10,2,1,6,Marketing,0.33739837398374,15,7,13,2,0,0,0,0,0
1,33,5467,1,32,2907,1,36,5435,0,17,5122,1,8,5700,2,16,7803,2,25,4755,2,6,5153,2,21,6552,1,10,4960,2,13,3390,1,5,3683,2,15,2201,2,20,5253,0,3,3564,1,41,763,2,35,5057,0,22,6208,0,7,7854,2,34,2784,2,26,2013,1,42,4984,1,39,2299,3,1,33175,1,37,6533,2,24,3200,2,31,1317,1,38,2953,1,9,6228,2,27,4383,2,11,6554,2,19,5172,1,4,6138,2,30,1269,2,12,9763,2,28,1768,2,40,2736,2,23,3932,2,29,1599,2,18,7297,0,2,7805,2,14,3268,MY,1,523,231,281,5,5,6,6,5,7,5,5,2,6,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,3,3,2,2,20,1,2,1,10,1,10,2,1,4,political science ,0.5481997677119634,25,16,21,3,3,2,1,1,0
2,33,3298,2,30,2063,1,6,6581,0,38,3985,3,19,2129,1,25,2244,1,39,2604,2,28,3083,3,18,5155,3,8,2446,2,31,4502,1,15,3126,2,7,2003,3,12,3835,0,23,3255,3,10,3409,1,5,2519,0,42,7861,1,16,7587,1,35,2189,0,37,2321,2,34,1822,1,26,4130,2,40,2594,1,1,11571,3,3,3488,2,22,2252,3,20,2064,1,17,4813,3,21,6232,3,2,12809,2,41,6521,3,11,2360,3,9,3897,1,14,4743,2,4,1680,3,24,4793,2,32,1901,2,29,1690,1,36,4230,1,13,3594,2,27,2556,MY,0,5,168,136,5,6,6,5,4,7,7,6,6,7,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,0,2,2,22,1,1,1,10,2,10,2,0,0,Civil Engineering,0.9529616724738669,31,20,24,4,4,2,1,1,0
2,34,5136,1,4,9746,0,14,11771,0,20,3988,0,2,24141,1,11,3501,0,8,5252,1,6,5726,3,17,19248,0,5,8829,3,25,5896,2,37,6281,1,13,2754,3,36,4267,0,21,2685,2,23,5309,1,16,5806,0,12,5737,0,24,7181,1,9,7318,2,26,3822,1,7,3680,0,15,3919,1,18,4581,1,10,10249,0,22,2447,2,31,4234,2,41,5065,1,29,9532,0,39,8179,2,42,3666,1,33,8284,2,35,5695,3,30,4419,0,38,8008,2,32,2938,2,3,13060,2,40,4111,2,27,27729,2,28,5898,0,1,49422,2,19,18192,MY,2,4,375,234,5,2,6,6,4,2,4,3,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,2,19,1,2,2,10,4,10,0,1,4,Accounting ,1.0017421602787455,18,12,21,2,2,2,0,0,0
2,35,4275,1,21,2663,1,28,3915,0,4,4203,1,38,2255,1,29,2941,0,13,5137,1,2,7685,1,33,3449,1,41,2358,2,42,4338,1,1,12662,1,25,2023,3,39,4693,0,15,1709,1,40,3093,1,6,3226,1,36,2406,0,20,3621,1,34,2912,1,23,2261,2,10,2691,0,11,2353,1,12,3905,2,8,5395,0,16,2446,0,32,1971,0,22,1778,3,5,5333,0,26,7017,1,37,5514,2,18,5281,0,14,2443,1,7,3869,1,27,2945,1,3,5670,1,19,3936,1,9,2969,0,30,2087,2,24,4118,0,31,2097,1,17,2357,MY,0,10,161,177,2,3,2,3,2,2,3,2,2,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,3,2,2,20,1,2,1,10,1,70,2,1,5, administration studies & science politics,0.6318234610917535,13,8,19,1,1,2,0,0,0
3,26,2253,1,14,2673,3,8,4235,2,33,4415,2,25,2265,2,9,4791,3,13,3209,2,36,583,3,28,12596,1,2,18160,3,42,2192,2,34,2498,3,11,1205,1,27,4640,1,15,3700,1,32,3934,3,10,2460,1,4,2991,2,1,252489,3,7,3019,2,29,2819,2,35,3376,1,19,1306,2,5,4200,2,37,4993,1,16,2507,1,31,2101,3,6,5244,2,22,3053,2,12,7299,2,18,3518,1,30,3358,2,24,2373,3,21,4649,2,40,6284,3,3,7325,1,23,3107,3,39,2135,1,17,2858,2,41,2701,3,20,4866,2,38,5073,MY,1,9,433,439,3,4,6,7,4,5,6,4,4,5,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,3,2,1,20,1,1,1,10,1,70,2,1,3,statistics,0.6091753774680604,29,31,25,4,4,2,1,1,0
1,33,4582,0,42,5611,3,26,4237,1,8,10934,3,16,3359,1,15,12245,3,27,5410,3,1,67612,0,40,11611,1,13,5224,0,35,8436,3,5,13695,3,10,2567,0,30,6455,1,29,22285,2,11,9175,1,2,26637,2,3,16161,0,4,24611,2,38,6222,1,31,6135,1,41,10558,0,9,3775,3,37,4299,0,12,18540,3,23,3780,2,14,31626,2,34,18465,1,19,6457,1,7,7576,3,32,24263,2,39,59306,2,6,4456,1,36,8212,0,28,27161,3,17,20713,0,22,8464,1,21,7733,0,20,19945,2,24,18149,3,25,18180,3,18,27385,NONE,0,10,626,568,3,2,6,6,7,4,5,3,1,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,17,1,1,1,10,1,20,2,1,3,Psychology ,1.328687572590012,28,18,18,4,3,1,1,1,0
1,5,3894,2,9,4667,1,24,2819,0,33,2297,0,20,4869,0,42,2380,1,19,3664,1,40,4012,1,13,5564,3,3,5998,2,17,2533,0,30,2835,1,41,2959,3,15,6079,0,1,7040,1,31,2943,1,8,2905,2,10,4413,0,2,10166,1,11,3708,2,36,2519,0,6,2839,0,7,2435,1,32,2212,0,28,3770,1,26,1782,0,21,1824,0,37,2162,2,29,4072,1,39,3538,1,22,2995,1,16,5978,1,25,2633,2,18,1895,2,23,4679,1,27,1399,2,38,5708,2,14,2439,0,34,2353,2,4,5247,1,35,2409,0,12,4086,MY,1,1,156,125,3,5,6,7,2,7,7,4,4,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,1,2,2,22,1,1,1,10,1,10,2,1,4,,0.7555168408826944,18,10,15,2,2,1,0,0,0
2,21,3307,1,14,3960,0,11,9141,0,42,6914,1,3,11048,0,8,5796,0,40,3285,0,33,2215,2,34,7679,0,25,5174,2,23,9006,0,6,6954,1,19,3715,1,35,8426,0,22,2171,0,15,3540,1,39,3626,1,12,4821,0,16,10643,1,7,2934,0,20,4743,1,32,2274,0,9,4797,0,10,2726,1,36,8218,1,26,13970,2,2,19138,0,31,2344,1,37,5813,1,1,17193,1,38,4558,0,4,3947,1,30,5038,0,29,2950,0,41,7347,1,27,3556,0,5,3096,0,13,2188,1,28,12240,1,18,6691,1,17,2970,1,24,5731,MY,1,2,257,268,6,1,5,5,6,4,5,3,6,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,17,1,1,1,10,1,70,2,1,7,Law,0.43031358885017396,6,9,12,0,1,0,0,0,0
1,6,3655,1,24,2795,1,11,3554,0,22,5943,1,42,3300,1,10,4006,2,3,8484,0,17,4150,2,27,6327,1,2,12163,1,12,3641,1,20,3439,1,38,3436,1,1,12639,0,5,2539,2,14,4165,0,41,2973,1,21,2771,2,34,5367,2,8,4093,0,16,1933,1,35,2630,0,18,3316,1,33,5704,1,31,5608,1,30,2497,0,9,2446,1,4,2853,1,23,5212,1,7,5441,0,25,3248,1,36,4724,1,29,2488,1,32,4274,2,40,10610,1,39,1479,0,26,3849,0,19,1903,0,15,5477,0,13,3784,2,37,2233,1,28,5218,MY,1,15,188,187,4,5,4,5,5,2,2,6,3,4,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,2,2,2,19,1,2,1,10,1,10,2,1,4,Building Surveying,0.4488966318234612,10,15,12,1,3,0,0,1,0
0,26,3238,1,39,2633,0,21,6640,0,37,4468,0,32,3436,0,23,4256,0,29,2235,1,2,7966,0,3,16719,1,7,3079,1,34,3498,0,10,3432,0,12,2446,0,13,9528,0,15,3741,1,16,3843,1,35,3731,0,33,3884,0,8,4457,0,19,2640,0,14,2539,0,22,3870,0,40,4095,1,36,2536,0,1,20718,0,24,1767,1,42,4330,0,20,1923,1,11,4140,1,31,5199,0,6,8127,1,9,8352,0,5,2549,1,27,2095,0,17,6984,0,4,2346,1,18,6088,1,41,1694,0,38,2783,1,30,3162,0,25,3341,0,28,4492,MY,1,11,200,219,3,5,5,5,4,3,5,3,4,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,2,2,2,24,1,1,1,10,0,10,2,1,7,,0.23519163763066206,7,3,5,0,0,0,0,0,0
3,5,3259,2,19,3468,1,30,3549,0,32,4381,2,29,3016,2,6,4017,0,14,9577,1,7,4916,1,12,9417,1,37,3967,3,8,3341,1,35,4181,3,33,2201,3,42,3100,0,31,9334,2,16,5516,3,20,2582,2,26,3151,1,21,4466,1,27,3649,1,3,7250,2,10,2634,0,28,6016,1,11,7433,3,9,4791,1,40,2433,1,24,2016,1,39,2249,2,2,11105,1,15,5066,2,34,4783,1,13,2674,2,4,3273,1,1,13537,1,41,6300,1,25,2165,1,23,3351,2,36,3249,2,38,1667,2,22,5833,1,18,4183,1,17,3516,MY,0,7,199,195,1,3,7,5,3,4,3,3,3,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,3,2,1,19,1,2,1,10,0,70,2,1,4,Business,0.7433217189314759,22,14,26,3,2,3,1,0,1
